Starting run
3.76631: bobas
3.68251: plink
3.70454: bhang
3.68553: dight
3.69244: barry
3.76631: ahull
3.88337: grigs
3.89849: sakai
3.79482: weens
3.6933: hedgy
3.77754: breem
3.72786: atman
3.7594: phese
3.79827: cooee
3.727: pings
3.72052: knuts
3.75292: ytost
3.7568: kilps
3.66091: mitch
3.69633: yawps
3.75032: tuath
3.87214: fetts
3.74255: atigi
3.90972: kests
3.75205: wisht
3.78963: gawds
3.81512: knees
3.8095: naams
3.88423: fests
3.69633: bongs
3.8432: dauds
3.80086: goors
3.65097: bothy
3.75205: touts
3.73477: avows
3.67041: yrivd
3.70626: sylph
3.74514: vlogs
3.66652: fluty
3.75464: sluts
3.7149: nocks
3.6946: shlub
3.85356: ephah
3.66652: bitch
3.82289: wauks
3.70324: flamy
3.83931: zoism
3.71188: bowls
3.77322: praam
3.64492: flobs
3.78618: ettle
3.78575: roops
3.76933: guids
3.66739: gompa
3.87516: peaze
3.91231: arars
3.73823: whamo
3.81728: elves
3.74816: polio
3.6743: bluid
3.65529: dools
3.73002: woxen
3.76674: amaut
3.62937: goldy
3.79698: sorbo
3.77408: cajun
3.76415: packs
3.83067: teste
3.76415: skell
3.67171: dolls
3.746: oribi
3.77581: balas
3.88207: vitex
3.71793: zonda
3.91793: arras
3.86091: apsis
3.76199: whits
3.81339: ghees
3.81382: kauru
3.73348: wryer
3.70238: befog
3.67732: chank
3.72397: donna
3.82203: pauas
3.79309: neele
3.67732: mooed
3.75162: aurum
3.72095: agloo
3.83499: oidia
3.64795: rhomb
3.81339: scads
3.71533: gazon
3.63715: doorn
3.78575: pogge
3.92311: vises
3.68423: mincy
3.74428: veery
3.94514: missa
3.71879: blows
3.75119: gifts
3.75335: toyos
3.70842: honks
3.93434: jives
3.83369: puses
3.91361: ksars
3.66782: pulmo
3.70713: hoick
3.73521: stull
3.69071: alkyd
3.68985: oundy
3.8203: sorbs
3.77365: kiths
3.83413: nieve
3.80734: malms
3.67905: mucin
3.67214: plouk
3.65788: bunty
3.78445: sicky
3.86048: jupes
3.83067: eaved
3.61555: bundt
3.84881: emoji
3.66911: goyim
3.71361: murra
3.82333: quist
3.69158: cuing
3.83542: akita
3.83153: quoin
3.69935: apgar
3.75464: yoghs
3.7879: amlas
3.76501: chavs
3.72743: bedad
3.70886: busty
3.82765: eches
3.6933: fyrds
3.69676: bigha
3.86177: muxes
3.68423: bling
3.80346: atmas
3.89978: imams
3.78488: hecht
3.79222: darga
3.93305: kaiks
3.66782: pinko
3.71879: gemel
3.70238: lamby
3.8946: quays
3.79525: garda
3.74298: nimps
3.88207: lazar
3.70972: mozed
3.78963: slews
3.82505: snags
3.73477: educe
3.79352: bania
3.92657: kazis
3.7162: pacta
3.79741: reked
3.71361: boink
3.72743: tilth
3.8095: vrows
3.84579: duads
3.66393: rumbo
3.73737: cleek
3.77149: dwams
3.81728: hebes
3.70713: lysol
3.81728: suits
3.80346: kreep
3.82073: greek
3.68769: pight
3.80043: yahoo
3.70929: fecks
3.73045: ootid
3.97019: xerox
3.67343: gambo
3.77538: gambs
3.77451: balls
3.65745: fouth
3.82721: skeos
3.81685: hewer
3.68553: dwalm
3.82851: tawas
3.77667: hacks
3.89158: wests
3.927: teffs
3.80302: ewest
3.76587: ydrad
3.79568: capiz
3.86091: katti
3.70281: brock
3.84708: neves
3.81901: nagas
3.94125: ivies
3.75162: mings
3.67991: campy
3.80346: pized
3.76544: sybbe
3.88164: fique
3.79741: broos
3.79741: beige
3.79309: currs
3.7067: krubi
3.75248: kydst
3.77451: fritt
3.76674: nyssa
3.82505: stabs
3.727: lagan
3.88423: snebs
4.0108: sessa
3.6527: conto
3.70713: ponks
3.70022: kirby
3.64406: flong
3.79784: moors
3.66393: dolos
3.71922: plebe
3.66523: klong
3.84924: genii
3.75464: rukhs
3.82981: sylis
3.77408: withs
3.75853: bilks
3.77711: gived
3.87084: aspis
3.85184: muses
3.84752: attar
3.8635: tetes
3.71663: milia
3.83283: addio
3.74903: sypes
3.82592: snabs
3.70238: powns
3.87862: texes
3.73693: fouds
3.80734: schav
3.7676: shawm
3.78013: macks
3.68769: chops
3.70022: mened
3.67991: comps
3.77365: budis
3.73564: zaidy
3.76847: elven
3.77192: chirr
3.63326: brung
3.7784: calyx
3.74557: edema
3.79438: gawps
3.87732: jarta
3.78445: debes
3.8743: neese
3.78531: bedes
3.7486: punka
3.74082: douks
3.86782: quads
3.82592: squit
3.73305: hypos
3.70151: abmho
3.78661: bawds
3.70583: bluds
3.80778: razoo
3.81901: intis
3.72484: boxla
3.71965: abray
3.86307: risps
3.79784: silds
3.75162: topoi
3.75637: knish
3.78143: edger
3.86263: leses
3.67084: grovy
3.81987: banns
3.72138: mochi
3.79438: cists
3.80821: kemps
3.77667: yakow
3.72441: budos
3.74773: henge
3.71922: hadal
3.65918: chuts
3.7784: backs
3.71447: knosp
3.727: pikul
3.86998: lexes
3.87214: lezes
3.95767: vives
3.73607: thymi
3.8121: bewig
3.68726: coypu
3.80173: rooms
3.69978: hempy
3.76587: pyxes
3.92009: sikas
3.76674: accoy
3.70929: vocab
3.74125: ouphs
3.77711: nimbs
3.71274: sculk
3.79957: deeps
3.85788: senes
3.87732: benni
3.82505: situs
3.78056: wifed
3.77538: xylem
3.75724: bings
3.87948: jetes
3.74644: iroko
3.72268: misch
3.71145: bedel
3.73823: ohmic
3.67214: scuft
3.72484: fumed
3.82289: ensew
3.76587: ogeed
3.71188: debel
3.80864: youks
3.77754: arroz
3.79179: mazut
3.72613: libri
3.7365: wroot
3.85443: seels
3.76501: holos
3.96069: jehus
3.83413: takas
3.62073: clomb
3.84104: shaya
3.78315: albas
3.7581: hefte
3.73564: heben
3.84276: ozeki
3.84622: shiso
3.81814: avast
3.70281: plugs
3.89114: agave
3.74384: whaup
3.7378: feted
3.88985: vaded
3.75205: avant
3.75032: raggy
3.8946: vexil
3.79568: apaid
3.73564: gaumy
3.69374: bipod
3.72095: tupik
3.76371: finds
3.72225: pulik
3.65486: rondo
3.7676: fytte
3.76717: onkus
3.74168: unhip
3.76285: piums
3.69417: toyon
3.75551: refry
3.94989: kakis
3.79266: unpen
3.77235: refed
3.76803: slogs
3.74687: kembo
3.76501: chibs
3.84622: wizen
3.70324: domed
3.80778: piped
3.79266: kaphs
3.77106: wacko
3.75248: koori
3.73996: jotun
3.74212: conin
3.79654: hawms
3.80259: meeds
3.79438: deems
3.75767: tanka
3.72181: delly
3.79136: fanon
3.78445: pubis
3.8203: fossa
3.76156: yarak
3.83888: favus
3.89071: sechs
3.65659: bunco
3.7905: zymes
3.86307: buses
3.74384: vauch
3.8324: kerky
3.76631: dinks
3.83542: jokey
3.67732: wormy
3.75292: sloom
4.00864: fiefs
3.97624: sizes
3.76717: sonny
3.81901: tuffe
3.7879: didst
3.8216: blabs
3.83585: katas
3.86868: gighe
3.78013: whaps
3.77365: mysid
3.80346: skatt
3.74644: illth
3.68898: tinct
3.87214: queys
3.7041: rutty
3.72354: moups
3.71965: buhls
3.81382: queyn
3.69935: loony
3.83499: slaws
3.80475: boors
3.79309: murks
3.77581: jigot
3.77927: kinds
3.87041: ripps
3.76501: nicks
3.74168: cleve
3.8: schwa
3.82721: angas
3.84579: imide
3.66955: forby
3.82505: yills
3.74255: fanal
3.75594: skody
3.87516: jubes
3.76631: quint
3.76933: ammos
3.74212: folks
3.73261: degum
3.72009: docks
3.77495: kapow
3.69935: mopsy
3.85702: shoji
3.77192: whins
3.71533: coons
3.85745: quino
3.87559: vells
3.73348: chips
3.75205: knell
3.87387: dewax
3.78099: gigot
3.66091: gypos
3.76976: flisk
3.8933: apeak
3.8419: didos
3.84665: abeam
3.81771: yukos
3.72009: pecky
3.8216: grama
3.82851: tawts
3.69287: molto
3.84665: fasts
3.75162: barby
3.68553: mirin
3.75119: houfs
3.86091: quits
3.7987: hills
3.75119: rammy
3.79093: theek
3.8527: gauss
3.86609: ayahs
3.69806: plums
3.8432: sauba
3.74773: manky
3.74773: tewed
3.74125: fowls
3.75464: slomo
3.97624: sixes
3.76415: nabob
3.8527: nizam
3.79482: farad
3.88985: exurb
3.79525: daraf
3.70886: gulps
3.86004: keema
3.7067: spoot
3.75032: spink
3.68207: gybed
3.85184: gangs
3.82505: shads
3.78359: whams
3.89633: mamee
3.79093: capas
3.86868: flexi
3.64363: clunk
3.73218: mopus
3.88467: vests
3.6743: cupid
3.74687: booed
3.946: rajas
3.77279: kudos
3.77667: sonsy
3.62808: gonch
3.78618: lusts
3.87559: scurs
3.70367: burfi
3.73348: knops
3.74557: limma
3.92009: juvie
3.80475: sewed
3.83585: watts
3.73132: monks
3.74903: jonty
3.75767: gawcy
3.8121: falls
3.81728: viewy
3.87862: heigh
3.76631: unbag
3.74212: conns
3.75032: slops
3.65227: updry
3.78056: kopje
3.72613: dhobi
3.72138: cinct
3.75292: mythi
3.79482: bunje
3.77063: glitz
3.80216: numen
3.89374: riggs
3.86868: pinna
3.69806: gilpy
3.73996: qibla
3.65184: combi
3.74989: flows
3.76328: hodad
3.86998: cycas
3.73521: pools
3.86695: judas
3.78531: yocks
3.78402: parma
3.70626: holon
3.74687: oobit
3.71058: whelk
3.89633: ozzie
3.78013: chaco
3.84449: skeed
3.78099: dills
3.71058: gonif
3.85659: wasts
3.69806: combs
3.77149: henny
3.77365: nancy
3.75724: loofa
3.74687: poufs
3.83758: swats
3.81771: anima
3.90972: kokas
3.75335: munga
3.81987: mixed
3.81425: wembs
3.74557: polls
3.88251: jeels
3.79093: hench
3.85702: tavas
3.76501: tempt
3.80086: pacas
3.74341: nabla
3.873: lezza
3.82073: walls
3.78099: boxed
3.90065: skets
3.91793: ooses
3.92743: oozes
3.77451: miltz
3.66177: globy
3.85529: lysis
3.74384: tusky
3.74773: nonyl
3.81425: slims
3.92484: skrik
3.81469: preve
3.74687: wolfs
3.75724: waugh
3.88294: kembs
3.76803: vowed
3.76026: verry
3.8311: twats
3.99136: sises
3.76933: kaugh
3.87127: jaups
3.84363: triff
3.8121: tutee
3.79482: linux
3.81555: perve
3.84406: dekes
3.82333: emerg
3.91922: isbas
3.70324: mochs
3.8324: pisos
3.86739: adays
3.85788: shays
3.72009: bodhi
3.84104: scags
3.73737: faugh
3.87171: gojis
3.75248: gools
3.95205: exies
3.71793: smoot
3.85443: tasks
3.88683: eejit
3.84492: laksa
3.90194: vivat
3.80518: sigil
3.76587: winds
3.7486: whity
3.73693: betty
3.77279: haoma
3.77538: wrick
3.70799: thugs
3.82073: edges
3.80259: messy
3.71663: blimy
3.79006: aggry
3.78834: karzy
3.84881: recce
3.70799: calpa
3.82678: mimed
3.8527: eevns
3.73952: glebe
3.77063: heyed
3.73737: snood
3.73823: clach
3.77667: mooli
3.8851: ascus
3.70194: ogmic
3.75119: kyang
3.72484: glums
3.72873: gonks
3.83931: sunis
3.78488: jobed
3.89633: aurar
3.73348: gelly
3.7257: bemud
3.89201: sheds
3.84924: sinus
3.84881: zigan
3.88121: surds
3.72916: embog
3.7473: tinty
3.78963: cheth
3.80907: burks
3.8527: skats
3.86695: specs
3.78618: joked
3.77451: swack
3.85961: suhur
3.74989: mauby
3.71447: bight
3.81814: alfas
3.75119: polos
3.87084: gemma
3.68164: cooly
3.73002: bonks
3.75767: oxids
3.81555: amnia
3.8121: durrs
3.74687: aboon
3.77279: dildo
3.79395: ditts
3.80432: ousts
3.72397: balky
3.95335: zizel
3.78704: rewed
3.70756: pudic
3.76976: forky
3.80562: camas
3.86263: ameba
3.74816: frorn
3.85745: sixmo
3.75508: wheft
3.74384: flawy
3.88683: fuzes
3.75896: boygs
3.74946: yarfa
3.75508: hanap
3.82246: geeps
3.68726: frowy
3.69201: ching
3.75335: bogus
3.67343: dowly
3.76458: pinks
3.72873: schmo
3.72786: whang
3.77624: boded
3.71577: chewy
3.82073: jihad
3.77106: ulama
3.79395: scapa
3.77019: tiyin
3.71836: stopt
3.74039: fusty
3.73952: gopik
3.7797: hadji
3.75594: dinna
3.78963: burqa
3.64665: gurdy
3.63974: durgy
3.75551: tinny
3.80475: cawks
3.7594: loops
3.727: lumps
3.82419: cabas
3.87387: wawls
3.80475: slips
3.7594: kelep
3.80734: gibus
3.64924: cundy
3.89028: nenes
3.90065: sujee
3.72354: poots
3.8419: equid
3.873: fuses
3.73564: chevy
3.9054: imaum
3.78704: zinco
3.71706: shott
3.8216: swede
3.65702: kotch
3.87689: evets
3.69114: filch
3.6933: shtum
3.80821: imshy
3.82246: dawks
3.86868: civie
3.66695: gouch
3.66479: boron
3.78834: minks
3.9784: umiaq
3.8121: pshaw
3.76069: mools
3.74514: lucks
3.75205: withy
3.72873: topos
3.7879: helve
3.78834: nulls
3.85184: animi
3.64968: pongy
3.82981: sweed
3.72138: chana
3.71274: bunds
3.72916: potts
3.85788: misos
3.78963: adyta
3.83153: vasal
3.89158: vizor
3.78359: caboc
3.79568: cabob
3.76976: touzy
3.89503: niqab
3.77192: molls
3.85702: staws
3.81037: taggy
3.89633: tikka
3.8933: wuses
3.6933: ginch
3.69978: colly
3.8203: ainga
3.81512: wacks
3.72441: tymps
3.80562: foxed
3.83067: zupan
3.78531: odour
3.81555: jello
3.81037: nandu
3.74298: hymns
3.87862: snees
3.75378: menge
3.94341: sells
3.8527: draff
3.67559: tondo
3.81814: macas
3.80907: nouns
3.95248: zebus
3.73175: myops
4.03197: visas
3.7689: bonza
3.8406: hoove
3.74557: dayan
3.74298: yomps
3.78531: dicks
3.74989: dwaum
3.76242: snods
3.86479: gunge
3.83369: bombe
3.69849: dampy
3.82808: roofs
3.72441: gowns
3.74255: myths
3.87732: saggy
3.71879: tucks
3.91706: stews
3.87127: dyads
3.75508: ammon
3.73477: hying
3.78488: obiit
3.8121: oxlip
3.87948: ezine
3.75162: posts
3.69244: musth
3.71965: cowps
3.86091: cesse
3.84492: koros
3.80389: vrouw
3.7594: pouks
3.71533: scowp
3.83758: kanas
3.84147: swans
3.77711: plops
3.79395: bolix
3.74946: galah
3.83369: evohe
3.93996: caeca
3.82203: zincs
3.73823: palay
3.80562: yewen
3.75637: spots
3.78445: logos
3.71663: cuspy
3.90022: yeves
3.68035: conky
3.74082: wedel
3.70454: tumps
3.74903: brugh
3.93564: dazed
3.8406: abaci
3.92397: awave
3.84276: rooks
3.70238: iring
3.83715: jibed
3.70108: dwang
3.78488: battu
3.80216: tyiyn
3.84579: axing
3.75421: cauda
3.76717: fleme
3.88164: vasts
3.88726: quags
3.74903: shoon
3.94125: kirks
3.7568: playa
3.84017: abacs
3.76242: dimps
3.80043: gonna
3.84147: greve
3.7676: gouks
3.82462: booay
3.7987: filks
3.94514: jaded
3.77149: nitty
3.76717: yufts
3.76501: tweep
3.90065: hashy
3.90799: emeus
3.92311: exfil
3.81598: wived
3.77495: slobs
4.01382: agaze
3.77667: bewet
3.86177: lavas
3.71274: dungs
3.75767: fawny
3.67603: fitch
3.66091: rumpy
3.78661: binks
3.72916: cushy
3.85961: kopek
3.92527: jukes
3.7581: durzi
3.91361: risks
3.73866: hulks
3.84881: gimme
3.8635: sykes
3.86566: skyey
3.91749: skens
3.84233: eiked
3.92138: maqui
3.88121: wilja
3.82937: bided
3.78056: gleek
3.85702: cooze
3.78229: volks
3.80259: logoi
3.79438: untin
3.80043: fugio
3.83542: beedi
3.82721: beeps
3.74946: hoots
3.70929: bhuts
3.6838: shtup
3.7257: showd
3.88423: exine
3.77538: looms
3.87991: quins
3.86134: yeggs
3.854: snaws
3.9257: pujas
3.75076: himbo
3.87603: zupas
3.76458: shots
3.82246: cinqs
3.73996: tooms
4.06263: vivas
3.73909: gnows
3.78531: linny
3.77322: soths
3.7378: moots
3.87387: evens
3.75076: motts
3.76026: knobs
3.65832: thunk
3.75551: hoord
3.73391: indow
3.79222: bacco
3.71879: caman
3.80821: mills
3.78877: kroon
3.92484: feaze
3.87343: masus
3.69719: fondu
3.83629: achoo
3.80173: spitz
3.7473: scull
3.72916: limby
3.82333: scams
3.92009: umami
3.72743: bigly
3.73952: filum
3.85054: apays
3.83456: thuja
3.76976: ennog
3.7365: panda
3.83369: femes
3.76371: flurr
3.74212: funds
3.84752: cissy
3.73391: byked
3.8095: veney
3.85875: coqui
3.85054: makar
3.88337: xysti
3.68985: phuts
3.91749: askos
3.7879: pills
3.74298: tomos
3.63067: dunch
3.77365: guana
3.80346: tammy
3.75421: kight
3.72484: bilgy
3.78747: hodja
3.75594: hamal
3.88898: enews
3.85529: murri
3.74298: pally
3.70842: whipt
3.76544: hanch
3.85702: scabs
3.86739: krewe
3.89071: bajus
3.90065: medii
3.78315: wooed
3.86609: amici
3.82462: wagyu
3.96976: jells
3.80994: weeny
3.76069: tohos
3.80173: ginks
3.77149: runny
3.7378: cheep
3.6527: coopt
3.85356: evhoe
3.89071: chica
3.81901: poove
3.92527: venin
3.84665: feeds
3.81253: kings
3.76501: mosts
3.88855: oxims
3.65529: chynd
3.74773: kedgy
3.72873: pocks
3.78704: india
3.76501: laldy
3.70626: honky
3.78877: wings
3.81296: gills
3.83931: smeke
3.80389: shist
3.89114: hexer
3.87127: skank
3.79093: cuvee
3.92052: qursh
3.75853: bools
3.77365: hosts
3.97279: sexts
3.75464: chufa
3.88337: nisus
3.76803: danny
3.72829: indri
3.87214: happi
3.85529: mayas
3.91749: jinne
3.81685: weber
3.82376: yeven
3.85184: soyuz
3.81425: pilis
3.75896: spick
3.81641: smits
3.81728: vamps
3.94168: setts
3.8013: poaka
3.86998: haika
3.75162: lumbi
3.83153: usury
3.77019: bolls
3.70713: cutto
3.84968: bebop
3.77322: stuns
3.70324: mucid
3.76803: stops
3.74989: wongi
3.92441: pupas
3.86523: bassy
3.73175: mifty
3.75378: hoons
3.75767: almah
3.89762: naffs
3.78488: sokol
3.85313: massy
3.93002: subas
3.86652: deere
3.85486: smeek
3.76803: gayal
3.85659: sammy
3.76328: twilt
3.85529: pekes
3.97451: texts
3.7879: skool
3.6527: mouch
3.78575: glazy
3.78402: pinon
3.77106: mhorr
3.86177: xoana
3.82937: drere
3.75248: botts
3.88467: skios
3.82808: purrs
3.84968: abash
3.873: yabas
3.72268: grump
3.85184: spays
3.79309: laddy
3.74773: boots
3.85184: salal
3.9149: vitta
3.92268: hesps
3.7689: wanky
3.91879: exing
3.78704: begum
3.81296: babul
3.7797: roopy
3.84579: breve
3.84492: sabha
3.82635: talaq
3.89978: sesey
3.8324: buiks
3.90454: babus
3.88035: diked
3.81296: jugal
3.81166: heedy
3.83758: hawks
3.84536: waacs
3.70972: ridic
3.81382: gutta
3.80086: cumec
3.76976: twill
3.77927: adhan
3.70065: duing
3.84924: shags
3.94341: nixie
3.96156: squab
3.82289: jowed
3.67516: ungod
3.80216: nihil
3.78704: umbos
3.95162: tests
3.83931: facia
3.75896: facta
3.82289: khafs
3.75724: elfed
3.83715: kumis
3.84406: madid
3.99266: zests
3.87127: ingan
3.74903: dunks
3.83844: lisps
3.81901: shits
3.82937: sinds
3.90194: gugas
3.82592: qanat
3.92225: kojis
3.84104: heuch
3.80389: mitts
3.93305: riffs
3.75724: burgh
3.83585: bobac
3.76976: eched
3.80778: jivey
3.88337: arrah
3.7473: poons
3.72743: poupt
3.86998: oxeye
3.79611: spits
3.84968: jeune
3.83801: shins
3.6946: muhly
4.00302: sojas
3.81512: gadjo
3.78099: hwyls
3.73089: hooly
3.73045: twink
3.79827: cusso
3.77667: bolos
3.94514: hijab
3.90972: kanji
3.82333: gulag
3.85486: mieve
3.83283: mitis
3.83067: abram
3.854: gawks
3.88553: bikie
3.79784: johns
3.69676: blowy
3.7892: lobos
3.78618: goory
3.73089: pungs
3.72009: woful
3.93693: juves
3.83326: pasha
3.80475: osmol
3.69633: dholl
3.81728: dowed
3.97451: mekka
3.91231: aalii
3.75551: hullo
3.76242: culls
3.85313: kabar
3.88596: graff
3.79136: neddy
3.80346: bills
3.89287: ghazi
3.85486: marka
3.71058: pudsy
3.83888: rurps
3.76069: emend
3.7892: kelly
3.63715: duply
3.74471: dhows
3.84233: wowed
3.82419: oboli
3.76717: gally
3.74039: flitt
3.82549: mists
3.77883: sculs
3.84536: gists
3.82549: shama
3.6743: powny
3.78099: mayan
3.8324: pawks
3.76069: myall
3.74255: dowps
3.82851: ollav
3.72397: dimbo
3.86177: rudds
3.76501: halma
3.99309: jests
3.82937: jerry
3.88121: igged
3.78747: wheen
3.82851: stims
3.86091: volva
3.84622: murrs
3.85702: fixed
3.97279: appui
3.85832: paspy
3.81771: cobza
3.78488: boyfs
3.87603: reede
3.81814: cubeb
3.93045: ahigh
3.74039: daman
3.82894: tipis
3.75896: embow
3.77711: bouks
3.74773: mocks
3.81469: whids
3.83888: jorum
3.95032: jubas
3.76156: hinky
3.74903: hocks
3.78359: duped
3.81296: blobs
3.7784: fools
3.79654: obols
3.7676: benny
3.76717: devel
3.77754: welly
3.73823: pulks
3.84708: dreer
3.73218: humic
3.86134: zooey
3.85875: gadid
3.72786: unbid
3.86091: weeds
3.9067: spurs
3.79654: ombus
3.76631: mufti
3.80346: micks
3.90756: xenon
3.89071: kerve
3.83197: shaps
3.7797: bufos
3.75032: poulp
3.84536: sinhs
3.77495: pucka
3.80734: pisky
3.80302: sowls
3.74298: chows
3.8527: hasps
3.74989: snowk
3.7594: gulfs
3.78186: moory
3.79352: cylix
3.90929: esnes
3.83801: trooz
3.80518: torot
3.82808: bilbo
3.82462: bocca
3.92225: quipo
3.74428: kempy
3.88467: yapps
3.76717: genny
3.67948: cloop
3.75032: bocks
3.88553: sexed
4.03758: issei
3.77754: feued
3.76674: amuck
3.8851: peize
3.78661: bosky
3.81123: slows
3.68639: pubco
3.8203: bitts
3.67257: gulph
3.78575: iodin
3.84924: shams
3.87819: fifed
3.79568: swink
3.86652: suids
3.79827: picks
3.85486: amahs
3.82678: gyoza
3.79438: chiks
3.80259: burro
3.89633: bhaji
3.83197: hists
3.7905: stobs
3.85832: merer
3.81123: skols
3.79438: rhumb
3.89071: haggs
3.79438: gimps
3.67343: tumpy
3.87646: geeks
3.86566: mawks
3.96371: adzed
3.82592: mulla
3.80518: gyved
3.7892: songs
3.82981: cleck
3.76242: cyclo
3.83672: fyked
3.96199: bubas
3.78834: softs
3.89071: moove
3.86523: acmic
3.87214: dered
3.95508: yexes
3.92138: jauks
3.89071: aghas
3.92959: bemix
3.88898: desse
3.76803: felly
3.7892: sybow
3.85572: takky
3.78445: wedgy
3.69676: cholo
3.85313: burrs
3.854: spags
3.95896: desks
3.89719: kiack
3.92829: smurs
3.85443: sawah
3.76501: docos
3.85832: succi
3.90756: tassa
3.88467: scaff
3.66955: plumy
3.66393: pownd
3.84104: emove
3.91274: kibbe
3.94773: yeses
3.80778: cysts
3.83499: jucos
3.89719: hafiz
3.82505: agood
3.89762: caffs
3.80086: wefte
3.87948: dreed
3.89417: dekko
3.81901: chivs
3.78186: lipin
3.99093: squaw
3.86695: gasps
3.85572: quayd
3.86091: gamas
3.78229: noops
3.76371: wonks
3.8013: loofs
3.8514: uprun
3.76717: moons
3.8121: hicks
3.80734: frory
3.77408: kophs
3.83974: anata
3.78575: tagma
3.7689: foots
4.05875: siris
3.81944: buroo
3.83153: xylic
3.87646: vegie
3.80216: muxed
4.03585: added
3.8406: tanna
3.72095: dotty
3.86004: offed
3.80864: nappy
3.70497: potty
3.86782: haafs
3.77538: tofts
3.81641: kolos
3.79006: wools
3.77408: gushy
3.83931: bever
3.82419: upped
3.8108: looks
3.8419: discs
3.8851: squid
3.91231: grege
3.81728: annat
3.63715: mutch
3.84924: erred
3.77927: watap
3.68985: mochy
3.70583: colog
3.80086: neemb
3.81425: bedye
3.79568: fillo
3.8432: djins
3.88164: sedes
3.75205: hunks
3.96674: tuque
3.8527: bubal
3.81296: debye
3.71102: dykon
3.84492: doved
3.91533: ummas
3.70497: vodun
3.81296: finks
3.80778: iodic
3.86998: peeks
3.83888: mirid
3.75032: chugs
3.81598: feyly
3.74644: mungs
3.80821: welke
3.76328: newed
3.75637: gowds
3.96847: ilial
3.80389: scoog
3.92527: lazzo
3.78229: tokos
3.86004: bawks
3.89114: yesks
3.81987: occam
3.76199: flubs
3.70756: dooly
3.74298: mingy
3.76069: nitid
3.83629: spins
3.76199: binit
3.86393: brere
3.79438: snogs
3.83499: soddy
3.75378: frump
3.82721: thete
3.87387: weeps
3.77451: monos
3.90151: dexie
3.87473: weems
3.89935: semee
3.67905: chott
3.73607: vulgo
3.94989: summa
3.91058: kadai
3.79827: malmy
3.74125: hooty
3.82333: pipul
3.84665: cecum
3.69374: mungo
3.74341: tunny
3.8743: meves
3.86868: silks
3.87257: deevs
3.87127: scaws
3.73952: putto
4.11231: ixias
3.78661: stook
3.97883: kecks
3.7594: fundi
3.87171: beefs
3.87862: feebs
3.79914: comix
3.79525: kotos
3.88207: keeps
3.84017: jowls
3.80605: snobs
3.76415: droog
3.79741: kynds
3.69762: mucho
3.92916: winna
3.76328: churr
3.93823: hygge
3.88207: deffo
3.77581: unkid
3.75767: bungs
3.77754: titup
3.86955: wahoo
3.77235: sucky
3.70842: logon
3.80648: lammy
3.8838: cavas
3.78618: yucko
3.80432: yecch
3.85443: disci
3.6851: blunk
3.94773: enfix
3.85788: unman
3.9054: sansa
3.75637: aband
3.86307: kapok
3.84017: snips
3.95162: gurus
3.79179: shuls
3.88251: myoma
3.86955: nduja
3.82505: abuna
3.83413: zygal
3.9257: bakra
3.8946: jeely
3.7879: knows
3.77538: boons
3.71922: chink
3.76587: numbs
3.78013: boson
3.67905: gulpy
3.7676: alack
3.86652: primp
3.71749: folky
3.82592: whims
3.77019: bally
3.86307: firry
3.90842: aways
3.8851: veges
3.70238: umpty
3.79136: fenny
3.82981: bulla
3.80259: chaya
3.73218: flimp
3.74471: hotty
3.93089: tatts
3.83499: whigs
3.90886: desex
3.86566: primi
3.89028: gaddi
3.92138: lalls
3.81685: whyda
3.81382: kybos
3.8108: syncs
3.87084: reded
3.77581: zilch
3.73564: toppy
3.9365: kibei
3.89892: azyms
3.78575: dulls
3.7797: wynds
3.82117: winks
3.81814: whips
3.8216: toffs
3.7689: panga
3.85702: acock
3.76371: goons
3.77235: scuts
3.83585: ippon
3.77797: promo
3.84536: samps
3.83499: yechy
3.82333: scogs
3.83153: pyxed
3.86609: whirr
3.92786: naans
3.7473: bingy
3.87732: exode
3.89719: remex
3.80043: dumka
3.83456: aguna
3.83844: elpee
3.86479: snibs
3.80346: banya
3.90497: wuxia
3.8203: emyde
3.76242: bulks
3.97538: stets
3.78315: patka
3.85097: samba
3.83067: keyed
3.85616: wills
3.78359: wenge
3.71836: polly
3.89417: unjam
3.85702: quods
3.88596: agami
3.97149: skuas
3.68985: comby
3.82635: flaxy
3.91447: sways
3.7676: whops
3.84968: judos
3.89287: yucca
3.67127: podgy
3.91706: dexes
3.74341: hulky
3.89762: qapik
3.91749: daffs
3.86955: kills
4.01771: azuki
3.85054: fjeld
3.92829: azans
3.93607: hexes
3.76976: adman
3.82289: chico
3.9054: stats
3.85443: signs
3.85702: sings
3.66523: bludy
3.82419: kahal
3.81901: coxib
3.76069: coops
3.80086: hulls
3.8851: wilis
3.85184: pujah
3.91188: emeer
4.00518: assai
3.75983: banda
3.90108: kulak
3.86955: wenny
3.80864: fleek
3.80389: nomos
3.88898: heugh
3.8108: jongs
3.92873: nanas
3.75724: punks
3.81425: euked
3.85745: minis
3.76674: wifty
3.71836: chimp
3.7987: halfa
3.91577: quids
3.87473: sacks
3.79914: nouny
3.87084: skits
3.91058: jived
3.88035: kanzu
4.02419: izzat
3.83499: gelee
3.83888: imino
3.96717: skeds
3.82289: druxy
3.77019: labda
3.76847: afald
3.88769: skeef
3.79006: pecke
3.86177: swits
3.854: spams
3.75076: dinky
3.81339: goosy
3.8838: swads
3.79438: nebek
3.88294: brava
3.76933: whilk
3.82203: soups
