Starting run
3.60346: oaths
3.54946: malts
3.67948: yarer
3.54341: crams
3.5054: sprit
3.6108: afros
3.6635: zeals
3.6203: nerks
3.57365: theca
3.54903: orcin
3.53607: chine
3.59525: cavel
3.56285: toman
3.5879: mohel
3.58963: fouet
3.59914: bream
3.6216: toter
3.58272: fones
3.63585: erhus
3.58013: proke
3.56371: girls
3.63931: raias
3.56674: sabin
3.53996: pants
3.60346: edits
3.53261: fract
3.55421: mulse
3.58056: warns
3.58229: miros
3.57581: agrin
3.67387: azine
3.49417: clapt
3.57797: tubar
3.58013: musar
3.61771: parev
3.61987: ecrus
3.55248: derny
3.60778: kaneh
3.65529: auloi
3.56156: coude
3.61512: taira
3.64838: sairs
3.59093: wrens
3.67041: jeats
3.53218: copen
3.59741: guars
3.57754: baric
3.55162: ruins
3.61296: syboe
3.54212: spain
3.59914: besti
3.61857: grays
3.59179: sythe
3.65054: seans
3.57754: manto
3.62419: laked
3.56199: molas
3.58186: belon
3.55248: rumen
3.58445: ayelp
3.57235: rangi
3.5689: beins
3.54428: pians
3.55119: trigs
3.65529: sizar
3.61512: hyles
3.58575: norma
3.58877: yourt
3.53261: riped
3.59654: loafs
3.56587: tolus
3.59179: ascon
3.62117: voles
3.63585: hakes
3.5987: krans
3.59914: strak
3.53693: lapin
3.58445: dirke
3.57019: lardy
3.63931: tacet
3.59352: symar
3.62333: greys
3.54816: chape
3.60605: moues
3.61598: wites
3.56371: glias
3.61123: mabes
3.59827: tepoy
3.55119: runts
3.63153: votes
3.63326: skyre
3.53261: diols
3.59784: cutey
3.60475: cymae
3.56415: pitas
3.59136: knarl
3.5892: snoek
3.5594: sigla
3.53952: ports
3.61814: wades
3.57235: soman
3.53434: pusle
3.55508: proem
3.56026: oints
3.59525: karns
3.58186: ingle
3.59222: couta
3.56026: loids
3.59006: rubes
3.56847: louts
3.61555: kelts
3.57149: toged
3.69978: quale
3.55853: carob
3.64104: owies
3.60734: meare
3.57495: moted
3.60173: daube
3.60821: geare
3.54946: posed
3.58877: basto
3.56847: lomas
3.56674: nitry
3.54471: dolts
3.57927: coeds
3.57667: syned
3.62419: titer
3.54989: spard
3.5365: scarp
3.58575: haily
3.54773: plues
3.68078: axles
3.60648: odyle
3.5987: defat
3.59611: lengs
3.6095: reels
3.57797: tholi
3.53348: glost
3.56674: swelt
3.57451: astun
3.53175: trips
3.55421: loped
3.59266: biota
3.56501: glode
3.62894: loves
3.5987: posey
3.60605: troat
3.55464: shaul
3.58186: puers
3.56501: mains
3.5689: garth
3.59222: dewar
3.62808: avels
3.55551: monal
3.57797: botas
3.57019: shope
3.54428: gored
3.60259: vlies
3.57279: soldi
3.59395: miaul
3.59482: arums
3.54773: doits
3.56674: pards
3.57711: sango
3.54255: silty
3.60302: onlay
3.73996: zoeas
3.58099: segni
3.61296: amour
3.58229: sengi
3.60259: soote
3.57667: biros
3.61814: paver
3.5784: conia
3.59568: goaty
3.57063: cloke
3.59309: sayid
3.57279: ident
3.67516: coxae
3.64492: saris
3.57754: benis
3.64968: taxor
3.61253: byres
3.60475: haems
3.55896: brits
3.58056: curli
3.55378: loach
3.54816: copra
3.62505: koels
3.58056: rawin
3.58186: glens
3.58445: shura
3.55983: sprad
3.5486: coram
3.58315: tyned
3.55983: graip
3.61685: rores
3.63283: ronne
3.55594: pedro
3.57711: gusle
3.5594: marcs
3.5676: cadis
3.55853: brome
3.62592: raita
3.64104: sella
3.55551: tamin
3.57797: trant
3.55464: proul
3.57019: labis
3.56544: seine
3.5797: glues
3.68769: naevi
3.62981: riata
3.68942: nazes
3.56674: shiur
3.55248: canty
3.58186: glary
3.62851: vaper
3.56156: prads
3.57063: lipas
3.5568: crabs
3.57883: perog
3.57495: dauts
3.63024: lewis
3.5797: prays
3.61857: rewon
3.58099: pardi
3.60173: samek
3.6933: yowie
3.56069: draps
3.546: cohen
3.56458: letup
3.58359: sowce
3.60389: welts
3.62894: ulema
3.57279: lyard
3.59222: rewin
3.56156: celom
3.59222: felts
3.5987: bices
3.61037: artal
3.63283: arame
3.58704: lotus
3.61598: dyers
3.55335: pules
3.58704: skran
3.59957: ragus
3.62376: lurve
3.57495: golpe
3.53175: sonly
3.56069: birls
3.55724: marid
3.55551: gault
3.57581: gilas
3.5892: baurs
3.54212: borde
3.5987: fleur
3.51749: clons
3.58618: rawns
3.6311: leers
3.59568: leuds
3.62765: inker
3.58531: belah
3.56415: girts
3.54946: spide
3.56156: matin
3.58013: hides
3.60605: preys
3.59698: emacs
3.55378: dunes
3.61425: argus
3.57754: wails
3.55205: horns
3.54816: blats
3.58056: limas
3.61598: lysed
3.61857: waney
3.59438: waits
3.58315: snark
3.56631: strig
3.58488: swail
3.56199: dopes
3.58272: manos
3.51533: snath
3.59093: teles
3.65702: okras
3.54212: siped
3.64752: oller
3.59179: ruche
3.56544: letch
3.62333: archi
3.57235: dogie
3.61037: unces
3.5905: danio
3.62808: arvos
3.58186: admen
3.60389: lefts
3.58445: gules
3.61339: ragee
3.58445: padri
3.61123: lycra
3.52138: colin
3.61253: raved
3.64838: obeli
3.5689: sepic
3.62073: orval
3.5676: maced
3.59654: upran
3.60518: swage
3.60043: styme
3.59222: codas
3.5378: shute
3.69028: hazer
3.60994: regma
3.654: iller
3.54773: morts
3.61253: idola
3.58056: lense
3.61598: reame
3.63844: sloes
3.56156: terce
3.59438: waled
3.6216: maare
3.54168: dimer
3.58315: miens
3.6311: agios
3.67171: rises
3.54125: rimed
3.6013: teers
3.60259: krona
3.66609: rello
3.53391: bonce
3.56544: strim
3.63844: rivas
3.58747: balti
3.56112: fails
3.56371: carbs
3.68078: texas
3.53477: smolt
3.64147: huias
3.54341: laich
3.56328: menad
3.61123: ramee
3.54946: sente
3.57322: carbo
3.5797: rabic
3.64233: avens
3.60605: loury
3.59827: moray
3.56328: muset
3.57927: picra
3.54168: dulce
3.60605: stive
3.65097: soars
3.55076: redip
3.61253: mosey
3.67991: jeans
3.6311: psoai
3.54687: hants
3.66911: yoker
3.57797: hosta
3.55594: tanhs
3.5568: gants
3.64492: soles
3.56847: thens
3.56069: tangs
3.56026: moder
3.54384: thans
3.5892: arede
3.54471: moled
3.56156: bulse
3.5879: fatso
3.68553: kauri
3.64665: roses
3.61512: ached
3.58143: dargs
3.57235: drags
3.6514: skyer
3.55162: conge
3.63499: marae
3.58618: grads
3.59136: ranks
3.57063: deman
3.62117: garre
3.65313: syker
3.59568: roven
3.60691: boyar
3.5689: mosed
3.59914: narks
3.54039: honed
3.60691: lawed
3.58056: shmoe
3.60216: tomia
3.58143: mules
3.63413: hiker
3.64752: gytes
3.63888: roars
3.59006: suety
3.55335: duals
3.58229: nudie
3.62981: fames
3.54989: strop
3.65529: saros
3.59611: buteo
3.56933: hauls
3.5473: stirp
3.60562: eared
3.64147: areca
3.68726: zetas
3.62721: pokie
3.66177: senas
3.56933: bason
3.66782: fakie
3.58531: ramus
3.60259: ernes
3.59525: derms
3.57624: drams
3.57408: manis
3.63585: roral
3.52095: curst
3.6121: aulic
3.57797: dobie
3.70972: quire
3.55378: glans
3.64622: aarti
3.59309: tasar
3.58013: kails
3.56631: unled
3.57063: curls
3.62376: brays
3.63801: breys
3.59611: viner
3.59741: beryl
3.57667: galut
3.56544: feint
3.53305: porns
3.55767: shlep
3.60302: trayf
3.58143: cyano
3.57883: doeth
3.60389: limey
3.58229: urman
3.6432: fuero
3.57883: poney
3.61771: foyle
3.58229: scrab
3.55248: scand
3.60864: howre
3.58704: cyder
3.57711: bolas
3.59179: opted
3.58445: noily
3.58056: tilak
3.60734: whore
3.53175: coins
3.62981: losel
3.57149: timed
3.59438: rumal
3.62765: kasme
3.57797: marly
3.55896: moper
3.5581: stele
3.64017: houri
3.59352: monas
3.56847: pucer
3.59438: maneb
3.63801: sizel
3.68121: retox
3.52484: calid
3.56674: gains
3.55162: moils
3.55248: sudor
3.59438: wiels
3.59914: logia
3.60173: basti
3.62073: trest
3.59222: muras
3.6013: luges
3.55637: chars
3.67948: zaris
3.5784: skail
3.59438: tryma
3.58229: clays
3.59611: payed
3.55637: stang
3.54816: cours
3.6216: goety
3.58445: lauds
3.57495: pargo
3.60043: skirl
3.5581: orpin
3.57667: creel
3.63153: darer
3.57883: pyral
3.57106: derig
3.65875: obias
3.58445: duels
3.65356: faker
3.56285: fiest
3.6108: sepoy
3.63672: wages
3.61685: meous
3.60778: grike
3.6419: erugo
3.58359: flota
3.5797: cursi
3.6203: inkle
3.65572: mavie
3.6324: tranq
3.59222: mache
3.55767: bants
3.58186: tendu
3.64449: aleye
3.54946: drupe
3.63629: rared
3.59827: unarm
3.61425: veils
3.63326: kebar
3.67948: zeros
3.58531: doges
3.55076: clads
3.62419: lives
3.52743: frist
3.65702: asked
3.59093: rugal
3.60605: geyan
3.59611: treck
3.58445: weald
3.65616: haves
3.59482: atoms
3.63067: goura
3.55637: gnats
3.57797: prief
3.56587: scend
3.56242: lidos
3.59136: forme
3.5797: sohur
3.56501: liang
3.59482: fines
3.62721: naked
3.52743: cions
3.59006: clegs
3.63715: twyer
3.60216: riven
3.59482: therm
3.62808: toked
3.60389: pebas
3.52873: piled
3.59222: laiks
3.5905: spake
3.54687: acold
3.57235: powre
3.6013: hopes
3.59395: saran
3.62333: inula
3.59741: tugra
3.64492: ylike
3.59136: metic
3.65745: ollie
3.62462: eagre
3.5879: stylo
3.55853: lomed
3.63585: waurs
3.53866: blain
3.6851: miaou
3.60173: beare
3.55421: borts
3.65616: arris
3.66782: obeah
3.61555: yipes
3.57149: nudes
3.58963: lovat
3.59438: heids
3.56458: pinas
3.60605: mobie
3.56242: odist
3.54687: bodle
3.6203: types
3.57063: dynel
3.56976: shaly
3.61857: emits
3.64622: vades
3.60648: aboil
3.59698: walis
3.59352: rowan
3.56415: supra
3.63326: loral
3.63326: wames
3.57624: scrod
3.58056: domes
3.58747: mutes
3.62894: rhyta
3.58877: fents
3.60907: deaws
3.6527: tetri
3.60734: hiree
3.56242: skort
3.58575: dregs
3.59136: herms
3.57624: modes
3.56328: tulsi
3.6527: silex
3.64579: testa
3.6108: estop
3.58531: stoma
3.55421: polis
3.56587: disme
3.60389: mesic
3.61253: ephor
3.63931: egads
3.60346: sewin
3.59654: hamed
3.5594: ahold
3.58531: diram
3.61987: fraus
3.58143: blues
3.5797: gomer
3.64752: kames
3.65011: makes
3.67603: cases
3.5473: laund
3.58531: melic
3.57667: doyen
3.66955: waker
3.65616: kerma
3.60086: opens
3.57322: pyran
3.59784: rybat
3.59309: crore
3.60691: belay
3.57192: deism
3.53737: bored
3.60259: rupia
3.66955: senna
3.56026: halid
3.60734: reens
3.68035: senza
3.62635: items
3.54255: stupe
3.5797: capos
3.59525: skoal
3.57797: absit
3.53391: copal
3.6324: terts
3.62937: nashi
3.65875: overs
3.58229: harps
3.63974: lweis
3.5568: pinta
3.60518: beams
3.60389: dynes
3.64924: ratoo
3.58099: fiats
3.56371: platy
3.64017: sirra
3.60605: takis
3.60562: mylar
3.65702: kyloe
3.56674: eldin
3.62462: tonne
3.60691: starr
3.6121: kines
3.64017: skiey
3.68726: hovea
3.66307: soras
3.61901: ratal
3.60994: liefs
3.5987: buras
3.5486: bider
3.5892: geoid
3.61771: knars
3.61296: kents
3.66436: anent
3.5581: nidor
3.55983: daynt
3.57408: demit
3.55767: tench
3.66782: rappe
3.58618: coyed
3.66609: dared
3.66004: laari
3.57149: adust
3.59568: litho
3.53218: durst
3.61728: nomas
3.59309: phage
3.56674: torsk
3.58099: waned
3.61425: embar
3.55292: moits
3.55508: chirl
3.67171: loses
3.67214: joles
3.65832: kylie
3.60778: homes
3.5879: peony
3.56371: stipa
3.62203: heapy
3.58099: cyans
3.59222: pacos
3.58229: minas
3.62246: genua
3.61469: katis
3.62635: croze
3.65918: yokel
3.64406: siles
3.56026: logan
3.61814: treyf
3.62246: flyte
3.56242: thurl
3.68423: tozes
3.58704: brads
3.61339: eisel
3.58445: drabs
3.61685: reify
3.55205: plots
3.63326: lisle
3.59006: darbs
3.58315: meith
3.66782: sensa
3.58056: doula
3.55724: sapid
3.61857: thema
3.59438: micra
3.53477: pirns
3.53521: prunt
3.57754: unapt
3.60778: nabis
3.61425: chyle
3.49287: slipt
3.55637: bidet
3.62937: umras
3.58834: bards
3.61641: topek
3.61641: seame
3.61641: wines
3.55378: polts
3.62894: kenos
3.60216: ravin
3.59827: kalis
3.61555: roked
3.54644: nidal
3.57883: darcy
3.62549: trass
3.60216: bogie
3.61382: nifes
3.58013: softa
3.57019: hadst
3.61857: omens
3.5689: routh
3.56199: tharm
3.57279: duans
3.54946: crapy
3.63888: vealy
3.65918: tress
3.59525: duets
3.59482: tubes
3.6095: yuans
3.60173: tangi
3.55896: cerne
3.55853: morns
3.56501: brins
3.63844: sonne
3.56458: louns
3.57495: drily
3.59093: vails
3.61037: taras
3.61037: gyral
3.56933: breid
3.66782: dazer
3.6: teels
3.60994: fanos
3.61598: ferly
3.55767: prang
3.67127: raxed
3.6838: oxter
3.55896: nicol
3.60562: goeth
3.55853: boils
3.65227: raper
3.58834: dawen
3.5676: nouls
3.66393: zoner
3.66695: eyrie
3.58402: cardy
3.63801: bytes
3.63499: knaur
3.59957: meynt
3.68423: arsis
3.58704: buran
3.6: pease
3.60086: melty
3.52916: spect
3.56069: topis
3.63024: ihram
3.61771: perea
3.59309: pelma
3.67041: toses
3.65788: totes
3.67257: razed
3.60302: noyed
3.59914: tenes
3.61944: esile
3.61296: mease
3.60216: cogue
3.59611: bursa
3.64881: eathe
3.68467: loxes
3.65227: syver
3.58747: nipas
3.67689: nertz
3.63283: barre
3.60259: diker
3.58834: idols
3.5892: udals
3.60864: trats
3.57495: flats
3.54384: crith
3.62246: lymes
3.57667: dimes
3.56933: liman
3.59654: atmos
3.6419: sonse
3.59827: twals
3.65054: trets
3.59438: harms
3.56371: doric
3.63153: oches
3.60432: pagri
3.64536: patte
3.55248: tripy
3.59698: butes
3.65875: jarls
3.50065: suint
3.55896: shand
3.59784: gemot
3.6419: iches
3.64881: levis
3.55508: monde
3.64838: seils
3.64881: hoyas
3.57754: fired
3.61944: elvan
3.57754: dhals
3.60562: lubes
3.58531: talks
3.63672: oleum
3.56631: barny
3.60043: fenis
3.63499: ileum
3.6324: feare
3.68596: japer
3.59698: wents
3.6: piker
3.60864: faced
3.63888: sorra
3.66609: taxed
3.57106: wrapt
3.54428: cupel
3.64924: leavy
3.60821: lenes
3.60907: sakti
3.62549: chiao
3.67257: ileal
3.63024: saola
3.57365: moble
3.54946: robed
3.59741: dahls
3.57495: paged
3.55767: cords
3.66091: vairy
3.59784: craws
3.56803: limed
3.56717: lunts
3.56803: glime
3.55464: holts
3.54341: spaul
3.65356: sixte
3.60691: herbs
3.60518: indue
3.55421: spina
3.57624: crepy
3.58402: sprag
3.60389: fural
3.58272: ursid
3.654: bakes
3.66393: sades
3.64708: cakey
3.54946: touns
3.57797: fient
3.59093: octad
3.61685: ngati
3.61382: kolas
3.58056: theic
3.53996: capon
3.58704: bodes
3.59006: dobes
3.59698: farci
3.67559: ixtle
3.57797: gaped
3.60821: vrils
3.55119: pauls
3.59568: fains
3.67387: rykes
3.5987: germs
3.58445: tronk
3.5987: acids
3.64233: vleis
3.62289: arnas
3.55853: pured
3.61814: crews
3.6933: axels
3.61944: yours
3.67689: rests
3.61814: yonis
3.65184: tapet
3.6311: laved
3.59957: duces
3.62765: roneo
3.5689: chola
3.58618: ceres
3.55637: franc
3.61857: omrah
3.59352: clype
3.57019: clems
3.60389: vials
3.5892: dicta
3.62073: cokes
3.59309: aleck
3.60346: flors
3.62462: sheaf
3.60518: antar
3.66479: vertu
3.60259: atopy
3.61296: trill
3.58618: hauns
3.53434: dropt
3.66782: braze
3.60475: breds
3.63153: agued
3.58186: giber
3.6108: mayed
3.56501: tonus
3.63197: skyte
3.5568: patly
3.59266: grisy
3.63369: eased
3.5892: amins
3.64579: nance
3.65443: urbia
3.63067: foyne
3.61728: koans
3.62289: tikas
3.61253: kaons
3.61685: civet
3.57279: speld
3.62376: foley
3.67214: rakee
3.60216: visne
3.59309: rebop
3.63542: frays
3.5905: takin
3.64104: icker
3.56371: lipos
3.62333: sarky
3.64838: torta
3.60475: linty
3.64363: naira
3.56501: clags
3.57581: dowle
3.54125: chirt
3.62549: bemas
3.6216: tegus
3.56199: rinds
3.52268: blist
3.55724: molts
3.58056: scuta
3.58272: twain
3.61685: neifs
3.54903: spald
3.53477: stond
3.61425: fices
3.62505: aread
3.62894: irked
3.59698: cawed
3.62203: dowie
3.56933: bogle
3.62894: tarts
3.58056: wried
3.6121: meane
3.5892: spado
3.58488: perms
3.58963: grams
3.61469: pilau
3.60043: unget
3.58618: writs
3.55983: cornu
3.59093: crees
3.59827: ratan
3.64536: ngaio
3.65313: lurer
3.66048: nonet
3.57883: frits
3.5486: bruit
3.61425: lathy
3.60691: goads
3.7378: roque
3.58618: bardo
3.58661: tacho
3.56501: grins
3.63801: kiley
3.60605: poilu
3.61814: unbar
3.53477: poult
3.57279: chode
3.66263: atria
3.62246: prahu
3.5784: camis
3.61166: vents
3.64147: paves
3.59309: hulas
3.55767: slank
3.60734: pulao
3.62462: erick
3.60605: sanko
3.61641: rowme
3.60432: caked
3.60346: skied
3.59957: fusel
3.57322: cuber
3.57322: motis
3.6622: rubai
3.61166: ganef
3.59914: styli
3.52268: souct
3.57797: milos
3.59568: flirs
3.64233: kithe
3.61857: ratas
3.61857: lirks
3.55076: coped
3.61728: leets
3.53175: pinot
3.59222: camos
3.58315: laigh
3.57538: orbed
3.61685: refly
3.67343: easts
3.66868: nazir
3.61728: dalle
3.67214: koura
3.61771: uhlan
3.74428: quair
3.64968: vapes
3.64017: aedes
3.56717: forts
3.62721: karsy
3.66263: rager
3.56328: giron
3.62765: paven
3.56976: lobed
3.60734: dowse
3.64838: ocker
3.59482: alifs
3.57063: flans
3.57495: shend
3.56674: phial
3.67991: amove
3.6203: lubra
3.56717: aitch
3.58186: prems
3.60043: wains
3.61425: awols
3.59395: swain
3.63326: etape
3.69892: rizas
3.5905: pesty
3.60605: ferny
3.67127: yerks
3.55637: binal
3.62549: livor
3.7054: baize
3.56328: sirup
3.63888: ephas
3.55896: glits
3.59957: pynes
3.58618: limos
3.61382: peaks
3.56976: rebid
3.62678: diyas
3.57754: urped
3.7378: jasey
3.6527: amate
3.69892: jager
3.67905: cozie
3.59654: flues
3.60691: stirk
3.57624: chiro
3.56933: dorty
3.62289: deshi
3.5797: tulpa
3.60389: agons
3.59222: fecit
3.57581: lepid
3.61339: naifs
3.69849: noyau
3.6406: kurta
3.64579: invar
3.58834: bides
3.61253: demos
3.61166: scraw
3.63585: rakus
3.68467: jurel
3.55551: alcid
3.546: potin
3.6095: acyls
3.59741: preif
3.61555: fasti
3.54514: cloam
3.60432: fards
3.61987: owsen
3.63758: yulan
3.58834: wired
3.57063: panty
3.62333: darks
3.5568: stoun
3.54687: pical
3.58963: pedis
3.56933: crogs
3.55119: podal
3.55119: curns
3.62808: drear
3.6108: yourn
3.6108: sdayn
3.61166: vaned
3.61641: volta
3.67516: dated
3.58747: norms
3.53693: comal
3.57883: crusy
3.63413: guiro
3.61382: gadso
3.67127: sites
3.61296: daven
3.59438: hours
3.63283: rasta
3.60864: yirth
3.6095: rolfs
3.60043: sowed
3.6216: newts
3.59568: garms
3.56069: porty
3.7162: aecia
3.65011: niner
3.60907: flary
3.61685: valis
3.58359: signa
3.5594: prosy
3.56933: duper
3.60691: stagy
3.55378: crims
3.69417: dazes
3.53045: dript
3.60216: margs
3.55896: pacts
3.6095: furan
3.62462: salol
3.62462: vraic
3.64924: sones
3.60821: trior
3.57322: ligan
3.59266: coady
3.69719: lurex
3.6933: yokes
3.68164: touze
3.59568: chias
3.63413: kited
3.58186: longa
3.65184: tryer
3.61814: liven
3.6095: ebons
3.64968: varus
3.55594: lanch
3.58315: padis
3.58445: runty
3.6: hends
3.65788: taxol
3.61641: fouat
3.59222: maids
3.56847: prams
3.61771: bayed
3.61469: grype
3.69071: tizes
3.58488: chais
3.61944: ranas
3.5797: sered
3.60086: melds
3.58056: baith
3.60043: mopes
3.6311: vines
3.59482: pomes
3.62721: coves
3.66825: hinau
3.61339: cruve
3.60518: rusma
3.54384: chals
3.6635: ottar
3.63585: pekan
3.59352: huger
3.59654: scrog
3.56069: girns
3.6: ogled
3.62851: recks
3.63931: wheal
3.71447: xenia
3.63542: dashi
3.6419: ameer
3.57883: doree
3.62505: alkos
3.59093: chary
3.58661: barps
3.58272: duros
3.72095: oxies
3.66955: vawte
3.62721: folia
3.63456: atoks
3.66523: readd
3.6324: naras
3.58186: donah
3.60778: taluk
3.53607: crips
3.69719: barbe
3.65011: matte
3.56328: plesh
3.59309: dopas
3.62937: sails
3.61901: begot
3.62289: dagos
3.74039: jiaos
3.7041: jades
3.61037: bergs
3.59266: typal
3.71533: mamie
3.62462: gamey
3.69935: mazer
3.62203: fogie
3.54255: pluot
3.6933: uveal
3.6095: sitka
3.58877: sodic
3.60648: topee
3.58186: anglo
3.58661: wiper
3.54816: calps
3.60907: steen
3.57192: mayst
3.53132: canid
3.5568: punce
3.70324: gager
3.65918: krays
3.53909: crops
3.56631: gimel
3.67603: etats
3.66911: lozen
3.69028: sexto
3.71058: adoze
3.6121: gynie
3.61814: netes
3.56631: mauls
3.65486: roosa
3.58877: comas
3.61425: kains
3.71749: uveas
3.69633: joule
3.60043: hurls
3.56717: algin
3.59136: prima
3.60734: gelds
3.71231: hazes
3.62333: uneth
3.6622: nixer
3.57754: tapus
3.6311: hiver
3.72095: hajes
3.66091: warre
3.55248: plica
3.64622: armer
3.57927: manul
3.61857: withe
3.5784: picas
3.64665: tells
3.68164: yikes
3.56328: blots
3.54168: claps
3.65702: faver
3.57883: frons
3.59482: wants
3.59093: fogle
3.5568: biled
3.6514: ovals
3.62851: larky
3.55896: clous
3.67084: odahs
3.58747: tanks
3.5879: alant
3.59611: helps
3.60907: skein
3.60216: brags
3.63758: ikats
3.58143: hogen
3.60302: obied
3.60173: sward
3.60907: towed
3.55464: thrid
3.59957: horsy
3.62808: virls
3.57538: rangy
3.62419: baken
3.60216: gofer
3.57624: scrim
3.63326: ickle
3.57019: chota
3.6635: renin
3.58747: herse
3.60864: grabs
3.72916: rioja
3.57883: patus
3.66955: unket
3.64233: devas
3.5797: turds
3.61037: ealed
3.59741: techs
3.59957: awned
3.67646: zoril
3.69762: tykes
3.58963: trows
3.59525: merle
3.63542: gleys
3.60734: fraim
3.67387: ovels
3.6851: adred
3.59741: kants
3.57322: milts
3.54687: piton
3.64579: barer
3.55508: hilts
3.63369: tuart
3.61166: doabs
3.71879: izars
3.62635: asdic
3.69503: rejon
3.62981: cloze
